,1repeat_cv_acc,1repeat_Coordinate_36,1repeat_idx_start1,1repeat_test_acc,1repeat_test_precision,1repeat_test_f1,1repeat_test_auc,1repeat_test_recall
0,55.73770491803278,66892,1,43.86317907444668,0.32231404958677684,0.2184873949579832,0.4255389960387038,0.1652542372881356
1,54.713114754098356,88446971,3186,52.51509054325956,0.0,0.0,0.5,0.0
2,60.86065573770492,88409881,3185,51.30784708249497,0.36363636363636365,0.06201550387596899,0.4901292291707253,0.03389830508474576
3,61.885245901639344,88360018,3184,52.51509054325956,0.5,0.008403361344537815,0.500202935255536,0.00423728813559322
4,65.1639344262295,88344614,3183,59.55734406438632,0.559322033898305,0.6214689265536723,0.6005341255925709,0.6991525423728814
5,65.57377049180327,88344454,3182,54.72837022132797,0.5932203389830508,0.2372881355932203,0.5281755308786286,0.1483050847457627
6,65.98360655737704,88328391,3181,58.95372233400402,0.5792079207920792,0.5342465753424658,0.5850461068900578,0.4957627118644068
7,64.34426229508196,88512755,3187,56.53923541247485,0.5297619047619048,0.6223776223776223,0.5744366517306319,0.7542372881355932
8,65.57377049180327,88295459,3180,58.752515090543255,0.5603112840466926,0.5841784989858013,0.5886096499772713,0.6101694915254238
9,64.54918032786885,88174249,3178,56.13682092555332,0.5308219178082192,0.5871212121212122,0.5659377232287811,0.6567796610169492
10,66.18852459016394,88126069,3177,58.95372233400402,0.562992125984252,0.5836734693877551,0.5903224235339957,0.6059322033898306
11,65.98360655737704,88120588,3176,56.941649899396374,0.6145833333333334,0.35542168674698793,0.5541187739463601,0.25
12,65.98360655737704,88088407,3175,59.154929577464785,0.5642023346303502,0.588235294117647,0.5926440028573283,0.614406779661017
13,65.1639344262295,88086615,3174,57.74647887323944,0.55,0.5766129032258064,0.5788281706604325,0.6059322033898306
14,65.77868852459017,88030594,3173,59.154929577464785,0.5622641509433962,0.594810379241517,0.5934557438794726,0.6313559322033898
15,65.98360655737704,88218727,3179,57.3440643863179,0.5504201680672269,0.5527426160337553,0.5725615299694785,0.5550847457627118
16,66.18852459016394,88593304,3188,57.3440643863179,0.5476190476190477,0.5655737704918032,0.5739820767582311,0.5847457627118644
17,64.75409836065575,88627650,3189,57.3440643863179,0.546875,0.5691056910569106,0.5743879472693032,0.5932203389830508
18,65.1639344262295,88651049,3190,57.74647887323944,0.5464285714285714,0.5930232558139534,0.5808575232157932,0.6483050847457628
19,66.59836065573771,89365313,3205,58.95372233400402,0.5583941605839416,0.6,0.5923517760893565,0.6483050847457628
20,66.59836065573771,89364656,3204,58.95372233400402,0.5606060606060606,0.592,0.5913370998116761,0.6271186440677966
21,66.80327868852459,89301921,3203,57.3440643863179,0.5769230769230769,0.4591836734693877,0.5642411844924995,0.3813559322033898
22,65.3688524590164,89274479,3202,61.56941649899397,0.5830258302583026,0.6232741617357002,0.6182706669264239,0.6694915254237288
23,67.21311475409836,89274369,3201,57.3440643863179,0.5384615384615384,0.6131386861313869,0.5800701344243132,0.711864406779661
24,67.41803278688525,89231437,3200,61.16700201207244,0.6214689265536724,0.5326876513317192,0.6046983570361713,0.4661016949152542
25,67.41803278688525,89211759,3199,60.160965794768615,0.5655172413793104,0.623574144486692,0.6060783167738164,0.6949152542372882
26,67.41803278688525,89065432,3198,61.16700201207244,0.5799256505576208,0.6178217821782177,0.6140333787908305,0.6610169491525424
27,67.21311475409836,89061922,3197,57.54527162977867,0.6712328767123288,0.31715210355987056,0.557836547827781,0.2076271186440678
28,66.59836065573771,88988667,3196,64.58752515090544,0.6162790697674418,0.6437246963562753,0.647209234365868,0.673728813559322
29,66.80327868852459,88955359,3195,62.57545271629779,0.6086956521739131,0.6008583690987125,0.6241963763880771,0.5932203389830508
