,1repeat_cv_acc,1repeat_test_acc,1repeat_test_precision,1repeat_test_f1,1repeat_test_auc,1repeat_test_recall
0,57.58196721311475,51.50905432595574,0.48466257668711654,0.39598997493734334,0.5064533411260471,0.3347457627118644
1,56.557377049180324,51.91146881287726,0.49238578680203043,0.44803695150115475,0.5139375933502175,0.4110169491525424
2,56.9672131147541,53.72233400402414,0.8,0.06504065040650407,0.5131177349178517,0.03389830508474576
3,57.58196721311475,48.2897384305835,0.46938775510204084,0.5561312607944733,0.4924426910838366,0.6822033898305084
4,62.090163934426236,56.74044265593562,0.5346534653465347,0.601113172541744,0.5731053964543151,0.6864406779661016
5,67.21311475409836,48.2897384305835,0.4426229508196721,0.38663484486873506,0.4762078706409507,0.3432203389830508
6,70.49180327868852,52.716297786720325,0.5047619047619047,0.3108504398826979,0.5126712773556725,0.2245762711864407
7,71.31147540983606,50.10060362173038,0.44642857142857145,0.28735632183908044,0.48715825702967724,0.211864406779661
8,73.15573770491804,53.923541247484906,0.5165876777251185,0.48769574944071586,0.5355299045392558,0.461864406779661
9,72.74590163934425,53.72233400402414,0.514018691588785,0.4888888888888889,0.5338171309825314,0.4661016949152542
10,73.15573770491804,45.87525150905433,0.4309623430962343,0.4336842105263158,0.4576839405156179,0.4364406779661017
11,73.15573770491804,54.929577464788736,0.5344827586206896,0.45365853658536587,0.5418614845119814,0.3940677966101695
12,74.18032786885246,50.50301810865191,0.4793388429752066,0.4853556485355649,0.5043834015195792,0.4915254237288136
13,74.18032786885246,56.13682092555332,0.5608108108108109,0.4322916666666667,0.5513263848301837,0.3516949152542373
14,72.95081967213115,54.72837022132797,0.5345911949685535,0.430379746835443,0.5383222936554322,0.3601694915254237
15,74.38524590163934,56.53923541247485,0.5625,0.45454545454545453,0.5565783492434573,0.3813559322033898
16,74.18032786885246,52.31388329979879,0.4968944099378882,0.4030226700251889,0.5143191116306254,0.3389830508474576
17,73.5655737704918,56.53923541247485,0.5746268656716418,0.4162162162162162,0.5539401909214883,0.326271186440678
18,74.79508196721312,55.93561368209256,0.5648854961832062,0.40326975476839233,0.5475842587180986,0.3135593220338983
19,75.0,54.72837022132797,0.5426356589147286,0.3835616438356165,0.535278264822391,0.2966101694915254
20,74.38524590163934,56.53923541247485,0.5490196078431373,0.5090909090909091,0.561042924865251,0.4745762711864407
21,72.74590163934425,55.73440643863179,0.54,0.4954128440366973,0.5525683485940647,0.4576271186440678
22,74.79508196721312,56.13682092555332,0.5737704918032787,0.3910614525139665,0.5486882265082149,0.2966101694915254
23,75.0,52.31388329979879,0.49767441860465117,0.4745011086474501,0.5197983635300993,0.4533898305084746
24,74.38524590163934,56.941649899396374,0.5591397849462365,0.4928909952606635,0.5632508604454834,0.4406779661016949
25,74.18032786885246,56.33802816901409,0.5458937198067633,0.510158013544018,0.5593301513085266,0.4788135593220339
26,74.38524590163934,58.55130784708249,0.5797872340425532,0.5141509433962262,0.5795912072212481,0.461864406779661
27,75.0,56.941649899396374,0.56875,0.4595959595959596,0.5606127021235146,0.3855932203389831
28,74.18032786885246,56.53923541247485,0.564935064935065,0.4461538461538462,0.5559695434768492,0.3686440677966102
29,75.20491803278688,55.33199195171026,0.54375,0.4393939393939394,0.544475290603286,0.3686440677966102
