,1repeat_cv_acc,1repeat_Coordinate_36,1repeat_idx_start1,1repeat_test_acc,1repeat_test_precision,1repeat_test_f1,1repeat_test_auc,1repeat_test_recall
0,66.39344262295081,926764,75,53.72233400402414,0.6875,0.0873015873015873,0.51372654068446,0.046610169491525424
1,67.41803278688525,144743304,4160,54.32595573440644,0.7142857142857143,0.11673151750972764,0.520285408143386,0.0635593220338983
2,71.51639344262296,205885516,4650,60.160965794768615,0.7567567567567568,0.36129032258064514,0.5841613091759206,0.23728813559322035
3,71.10655737704919,161061483,4383,59.95975855130785,0.7605633802816901,0.35179153094462545,0.5818397298525878,0.2288135593220339
4,70.49180327868852,155631053,4315,60.7645875251509,0.7469879518072289,0.3887147335423198,0.5911260471459185,0.2627118644067797
5,71.10655737704919,180027591,4525,60.56338028169014,0.717391304347826,0.4024390243902438,0.5900220793558023,0.2796610169491525
6,70.49180327868852,64568351,2593,59.758551307847085,0.7093023255813954,0.37888198757763975,0.5813445678290797,0.2584745762711864
7,73.36065573770492,142738830,4134,61.16700201207244,0.7529411764705882,0.3987538940809969,0.5953633352815118,0.2711864406779661
8,72.54098360655738,104221930,3486,60.56338028169014,0.7272727272727273,0.39506172839506176,0.5896162088447301,0.2711864406779661
9,69.05737704918032,87025633,3149,57.947686116700204,0.6391752577319587,0.37237237237237236,0.564306123774271,0.2627118644067797
10,73.15573770491804,42152629,1774,57.14285714285714,0.6036036036036037,0.3861671469740634,0.5576579648029092,0.2838983050847458
11,71.72131147540983,30018734,1215,57.14285714285714,0.5545023696682464,0.5234899328859061,0.567804727579713,0.4957627118644068
12,73.97540983606558,200584005,4617,57.947686116700204,0.5665024630541872,0.5239179954441913,0.575061692317683,0.4872881355932203
13,72.74590163934425,131077956,3953,57.54527162977867,0.5603864734299517,0.5237020316027089,0.571433209948698,0.4915254237288136
14,74.18032786885246,31963845,1326,57.3440643863179,0.56,0.5137614678899083,0.5687057601142932,0.4745762711864407
15,71.92622950819673,131229360,3960,55.93561368209256,0.5435897435897435,0.4918793503480278,0.554078186895253,0.4491525423728814
16,73.77049180327869,47533427,2006,56.33802816901409,0.5492227979274611,0.4941724941724942,0.5579096045197741,0.4491525423728814
17,72.95081967213115,23156926,953,54.929577464788736,0.5272727272727272,0.5087719298245613,0.546528995389311,0.4915254237288136
18,72.3360655737705,114196774,3688,55.13078470824949,0.5302325581395348,0.5055432372505543,0.5480388336904994,0.4830508474576271
19,72.95081967213115,69184265,2691,55.13078470824949,0.5302325581395348,0.5055432372505543,0.5480388336904994,0.4830508474576271
20,71.51639344262296,20464767,877,56.941649899396374,0.5578947368421052,0.4976525821596244,0.5636567309565557,0.4491525423728814
21,72.3360655737705,54654136,2255,56.33802816901409,0.5492227979274611,0.4941724941724942,0.5579096045197741,0.4491525423728814
22,63.729508196721305,129387915,3925,57.54527162977867,0.8571428571428571,0.2214022140221402,0.5539807779725956,0.1271186440677966
23,61.68032786885246,114417780,3697,56.33802816901409,0.9130434782608695,0.16216216216216214,0.5406601077992077,0.08898305084745763
24,60.86065573770492,54582177,2251,52.716297786720325,1.0,0.008438818565400843,0.5021186440677966,0.00423728813559322
25,58.19672131147541,47517775,2004,52.51509054325956,0.0,0.0,0.5,0.0
26,57.377049180327866,15016776,704,52.51509054325956,0.0,0.0,0.5,0.0
27,55.122950819672134,55085465,2279,52.51509054325956,0.0,0.0,0.5,0.0
28,53.893442622950815,90760882,3222,52.51509054325956,0.0,0.0,0.5,0.0
29,53.68852459016394,63660959,2562,52.51509054325956,0.0,0.0,0.5,0.0
